timestamp,wind_speed_10m,wind_speed_80m,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure,relative_humidity_2m
2026-02-01 05:00:00,9.5,13.1,13.5,56,1.9,956.4,40
2026-02-01 06:00:00,8.8,11.1,11.4,49,3.5,956.7,37
2026-02-01 07:00:00,11.7,14.5,14.9,56,5.5,956.2,34
2026-02-01 08:00:00,13.0,16.0,16.4,55,6.3,955.7,36
2026-02-01 09:00:00,12.9,16.1,16.5,52,6.3,955.5,40
2026-02-01 10:00:00,12.0,16.2,16.6,53,5.6,955.7,45
2026-02-01 11:00:00,9.6,18.6,19.1,61,3.6,955.3,56
2026-02-01 12:00:00,7.1,16.7,17.1,70,0.9,954.9,68
2026-02-01 13:00:00,6.8,15.7,16.1,77,0.9,955.3,67
2026-02-01 14:00:00,8.1,18.5,19.0,75,0.9,955.3,63
2026-02-01 15:00:00,8.0,18.8,19.2,71,0.5,955.3,61
2026-02-01 16:00:00,7.7,19.3,19.8,70,0.3,955.2,57
2026-02-01 17:00:00,7.8,19.6,20.1,66,-0.5,954.9,58
2026-02-01 18:00:00,8.1,21.1,21.7,65,-0.1,955.4,56
2026-02-01 19:00:00,8.5,21.9,22.4,67,-0.5,955.2,57
2026-02-01 20:00:00,9.4,22.4,23.0,68,-1.0,955.2,57
2026-02-01 21:00:00,8.4,20.3,20.8,68,-1.5,955.1,59
2026-02-01 22:00:00,9.9,22.8,23.4,65,-1.7,955.0,58
2026-02-01 23:00:00,11.2,24.3,24.9,65,-1.9,955.1,58
2026-02-02 00:00:00,11.7,25.7,26.3,64,-2.0,955.0,59
2026-02-02 01:00:00,10.8,24.8,25.5,66,-2.7,954.9,63
2026-02-02 02:00:00,10.6,23.7,24.3,64,-3.1,955.0,66
2026-02-02 03:00:00,13.9,25.8,26.5,62,-1.8,955.7,60
2026-02-02 04:00:00,15.3,30.8,31.6,64,1.6,956.3,49
2026-02-02 05:00:00,17.8,25.8,26.5,60,4.2,956.2,41
2026-02-02 06:00:00,22.3,30.2,31.0,56,6.0,955.8,39
2026-02-02 07:00:00,23.6,31.8,32.7,56,6.9,955.1,37
2026-02-02 08:00:00,24.3,33.0,33.9,54,7.6,954.6,38
2026-02-02 09:00:00,23.2,33.1,34.0,54,7.9,954.1,40
2026-02-02 10:00:00,18.7,29.1,29.8,51,7.1,954.0,45
2026-02-02 11:00:00,14.0,27.3,28.0,54,5.3,953.7,51
2026-02-02 12:00:00,0.5,9.4,9.7,42,2.0,954.2,63
2026-02-02 13:00:00,3.8,5.8,5.9,178,0.6,954.9,68
2026-02-02 14:00:00,4.3,7.2,7.4,97,0.2,954.0,69
2026-02-02 15:00:00,8.3,19.0,19.5,67,0.8,953.7,66
2026-02-02 16:00:00,7.9,20.2,20.7,65,0.7,953.3,61
2026-02-02 17:00:00,6.5,17.7,18.2,60,-0.1,952.9,59
2026-02-02 18:00:00,7.3,19.0,19.5,62,-0.2,952.4,57
2026-02-02 19:00:00,8.6,21.1,21.7,67,-1.2,951.7,61
2026-02-02 20:00:00,9.5,22.7,23.3,67,-1.3,951.5,61
2026-02-02 21:00:00,11.3,24.9,25.5,70,-1.7,951.1,63
2026-02-02 22:00:00,12.1,26.7,27.4,68,-1.6,950.7,64
2026-02-02 23:00:00,12.4,27.0,27.7,69,-1.7,950.7,65
2026-02-03 00:00:00,14.5,29.6,30.4,68,-1.4,950.7,63
2026-02-03 01:00:00,10.6,25.7,26.3,68,-1.9,950.7,64
2026-02-03 02:00:00,6.3,17.5,18.0,66,-2.9,951.1,67
2026-02-03 03:00:00,2.1,5.4,5.5,71,-1.3,953.0,56
2026-02-03 04:00:00,3.4,4.2,4.4,142,2.2,954.1,41
2026-02-03 05:00:00,2.5,3.5,3.6,131,4.9,954.3,34
2026-02-03 06:00:00,7.3,9.4,9.6,247,6.1,954.9,35
2026-02-03 07:00:00,9.4,11.8,12.1,249,7.4,954.3,33
2026-02-03 08:00:00,10.5,13.1,13.4,264,8.4,953.7,32
2026-02-03 09:00:00,9.2,11.4,11.7,266,8.6,953.6,33
2026-02-03 10:00:00,5.8,11.9,12.2,257,7.2,953.6,41
2026-02-03 11:00:00,6.0,13.1,13.4,252,4.9,953.3,47
2026-02-03 12:00:00,6.6,13.7,14.0,239,2.2,953.0,57
2026-02-03 13:00:00,7.9,17.3,17.8,250,1.1,953.7,61
2026-02-03 14:00:00,7.4,16.2,16.6,231,2.8,954.2,57
2026-02-03 15:00:00,8.1,18.5,19.0,257,1.9,954.6,63
2026-02-03 16:00:00,14.0,24.9,25.6,238,2.1,955.3,71
2026-02-03 17:00:00,14.7,27.1,27.8,240,2.8,955.7,73
2026-02-03 18:00:00,7.4,16.1,16.5,241,2.7,956.2,80
2026-02-03 19:00:00,7.7,13.6,14.0,233,2.7,956.2,84
2026-02-03 20:00:00,11.1,21.8,22.3,246,3.0,956.4,88
2026-02-03 21:00:00,9.2,19.7,20.3,240,2.7,956.9,91
2026-02-03 22:00:00,5.7,14.6,14.9,257,2.1,956.8,92
2026-02-03 23:00:00,7.5,16.2,16.6,255,2.0,957.2,94
2026-02-04 00:00:00,10.2,18.3,18.8,236,2.5,957.4,90
2026-02-04 01:00:00,10.0,18.6,19.1,231,2.3,957.7,91
2026-02-04 02:00:00,10.5,19.5,20.1,230,2.5,958.3,89
2026-02-04 03:00:00,10.6,19.2,19.7,236,2.8,958.9,90
2026-02-04 04:00:00,10.9,17.6,18.1,227,2.9,959.4,91
2026-02-04 05:00:00,13.5,21.2,21.8,216,3.8,959.5,91
2026-02-04 06:00:00,14.5,21.7,22.3,240,5.6,959.9,83
2026-02-04 07:00:00,12.2,16.2,16.6,233,7.0,959.6,74
2026-02-04 08:00:00,11.3,14.5,14.9,243,8.1,959.2,68
2026-02-04 09:00:00,10.9,13.7,14.1,257,9.0,958.9,62
2026-02-04 10:00:00,8.9,11.3,11.6,257,8.7,959.0,62
2026-02-04 11:00:00,3.2,8.4,8.6,233,6.7,958.6,74
2026-02-04 12:00:00,1.1,3.7,3.8,107,3.6,958.1,81
2026-02-04 13:00:00,7.9,18.9,19.4,61,1.4,957.9,89
2026-02-04 14:00:00,10.7,22.1,22.7,66,1.6,958.8,90
2026-02-04 15:00:00,13.0,25.9,26.6,63,1.0,958.9,91
2026-02-04 16:00:00,13.8,26.5,27.2,61,0.2,958.8,94
2026-02-04 17:00:00,14.1,27.0,27.7,59,-0.4,958.4,96
2026-02-04 18:00:00,17.5,29.4,30.2,63,-0.4,957.7,98
2026-02-04 19:00:00,18.1,29.9,30.6,66,0.2,957.7,97
2026-02-04 20:00:00,18.0,28.7,29.4,68,0.3,957.1,95
2026-02-04 21:00:00,19.0,30.4,31.2,72,0.5,956.9,93
2026-02-04 22:00:00,21.2,33.2,34.1,73,0.7,956.5,91
2026-02-04 23:00:00,23.3,36.2,37.1,75,0.9,955.8,91
2026-02-05 00:00:00,25.3,39.0,40.0,79,0.8,954.6,93
2026-02-05 01:00:00,28.0,42.4,43.5,77,1.3,953.9,90
2026-02-05 02:00:00,28.5,43.6,44.7,80,1.2,953.7,85
2026-02-05 03:00:00,27.4,41.9,43.0,83,1.8,953.9,77
2026-02-05 04:00:00,27.6,39.8,40.8,81,2.9,953.5,68
2026-02-05 05:00:00,28.9,39.8,40.8,78,4.4,952.7,62
2026-02-05 06:00:00,30.5,41.3,42.4,79,6.3,952.3,50
2026-02-05 07:00:00,29.5,39.9,41.0,74,7.2,951.6,45
2026-02-05 08:00:00,24.8,33.4,34.2,70,7.9,951.0,43
2026-02-05 09:00:00,22.7,30.6,31.3,66,8.0,950.3,43
2026-02-05 10:00:00,19.7,27.2,27.9,61,7.5,949.9,49
2026-02-05 11:00:00,16.5,27.3,28.0,68,6.2,949.5,55
2026-02-05 12:00:00,13.0,26.2,26.9,80,2.9,948.9,68
2026-02-05 13:00:00,12.1,25.4,26.0,76,0.6,948.4,76
2026-02-05 14:00:00,12.8,26.1,26.8,71,-0.5,948.1,74
2026-02-05 15:00:00,13.2,25.9,26.5,72,-0.9,947.8,69
2026-02-05 16:00:00,12.8,25.0,25.7,74,-1.2,947.4,66
2026-02-05 17:00:00,11.9,24.6,25.3,70,-1.3,947.3,64
2026-02-05 18:00:00,10.2,23.1,23.7,70,-1.1,947.6,59
2026-02-05 19:00:00,8.7,21.3,21.9,67,-1.6,947.5,56
2026-02-05 20:00:00,7.9,20.2,20.8,64,-1.6,947.4,56
2026-02-05 21:00:00,7.0,18.6,19.1,64,-1.6,947.6,59
2026-02-05 22:00:00,7.4,19.1,19.6,62,-1.5,947.8,59
2026-02-05 23:00:00,6.9,19.2,19.7,63,-1.3,948.3,56
2026-02-06 00:00:00,6.5,15.2,15.6,79,-1.2,948.3,56
2026-02-06 01:00:00,5.0,12.4,12.7,74,-0.8,949.2,50
2026-02-06 02:00:00,0.6,3.9,4.0,95,0.5,951.0,44
2026-02-06 03:00:00,7.6,15.3,15.6,247,1.4,953.0,41
2026-02-06 04:00:00,11.0,19.4,19.9,252,2.6,954.2,41
2026-02-06 05:00:00,11.0,18.0,18.5,243,3.9,955.2,41
2026-02-06 06:00:00,11.5,16.2,16.6,249,5.5,955.3,42
2026-02-06 07:00:00,12.0,15.9,16.3,264,6.2,955.2,44
2026-02-06 08:00:00,15.2,21.3,21.9,265,6.7,955.1,50
2026-02-06 09:00:00,26.8,38.2,39.2,260,6.9,955.4,68
2026-02-06 10:00:00,31.1,45.3,46.5,255,5.9,956.5,76
2026-02-06 11:00:00,35.4,53.2,54.5,254,4.6,957.4,82
2026-02-06 12:00:00,31.4,48.2,49.5,256,3.8,958.8,81
2026-02-06 13:00:00,30.2,45.9,47.1,257,2.7,959.9,87
2026-02-06 14:00:00,30.0,45.7,46.9,261,0.8,961.5,100
2026-02-06 15:00:00,27.5,42.6,43.7,262,0.4,962.7,99
2026-02-06 16:00:00,27.7,42.0,43.1,253,0.6,963.4,97
2026-02-06 17:00:00,28.1,42.9,44.0,255,0.8,964.2,91
2026-02-06 18:00:00,24.0,37.2,38.2,257,0.5,964.1,94
2026-02-06 19:00:00,20.7,31.8,32.7,256,0.1,964.5,95
2026-02-06 20:00:00,17.6,27.8,28.5,249,-0.1,964.5,94
2026-02-06 21:00:00,16.4,25.7,26.4,236,-0.2,964.1,89
2026-02-06 22:00:00,14.7,23.7,24.3,232,-0.4,963.7,86
2026-02-06 23:00:00,9.9,18.6,19.1,236,-0.4,963.6,84
2026-02-07 00:00:00,8.3,17.1,17.6,206,-0.7,962.7,77
2026-02-07 01:00:00,0.7,1.4,1.5,187,-2.2,962.0,81
2026-02-07 02:00:00,4.6,10.1,10.4,23,-3.1,962.3,85
2026-02-07 03:00:00,9.4,14.4,14.8,63,-1.4,962.6,82
2026-02-07 04:00:00,11.8,16.9,17.3,65,0.5,962.5,77
2026-02-07 05:00:00,16.7,22.2,22.8,55,1.5,961.5,76
2026-02-07 06:00:00,20.5,26.2,26.9,53,2.5,961.1,74
2026-02-07 07:00:00,18.6,23.3,23.9,52,3.0,960.0,74
2026-02-07 08:00:00,18.1,22.8,23.4,56,3.4,959.0,72
2026-02-07 09:00:00,14.4,18.0,18.5,49,4.0,958.6,66
2026-02-07 10:00:00,12.9,16.2,16.6,41,3.6,958.5,69
2026-02-07 11:00:00,8.4,14.0,14.3,24,2.2,958.3,77
2026-02-07 12:00:00,10.2,19.1,19.6,271,0.9,959.0,90
2026-02-07 13:00:00,13.3,22.2,22.8,265,0.3,959.6,96
2026-02-07 14:00:00,14.8,23.9,24.5,239,0.2,959.6,92
2026-02-07 15:00:00,13.6,23.4,24.0,239,-0.1,960.0,89
2026-02-07 16:00:00,15.2,25.7,26.4,248,-0.5,960.5,90
2026-02-07 17:00:00,17.9,28.1,28.8,252,-0.8,960.8,95
2026-02-07 18:00:00,18.4,29.9,30.6,267,-0.7,961.0,96
2026-02-07 19:00:00,17.0,28.2,28.9,262,-1.0,961.4,97
2026-02-07 20:00:00,16.3,27.1,27.9,256,-1.2,961.6,96
2026-02-07 21:00:00,18.6,29.9,30.7,251,-1.5,962.0,96
2026-02-07 22:00:00,20.8,34.8,35.8,245,-1.5,962.4,94
2026-02-07 23:00:00,20.6,32.9,33.7,242,-1.0,962.7,91
2026-02-08 00:00:00,19.1,30.5,31.3,235,-0.8,963.0,90
2026-02-08 01:00:00,16.4,27.9,28.6,239,-0.6,963.1,87
2026-02-08 02:00:00,11.3,21.0,21.6,242,-0.6,963.3,86
2026-02-08 03:00:00,7.0,15.7,16.1,235,-0.6,963.7,86
2026-02-08 04:00:00,5.4,9.6,9.9,237,0.1,963.6,81
2026-02-08 05:00:00,3.3,6.3,6.5,247,0.5,963.2,80
2026-02-08 06:00:00,2.8,4.0,4.1,151,3.2,962.8,56
2026-02-08 07:00:00,3.1,5.9,6.1,78,3.6,961.6,57
2026-02-08 08:00:00,7.1,13.1,13.5,65,4.3,960.8,55
2026-02-08 09:00:00,12.7,20.9,21.4,63,4.3,960.2,58
2026-02-08 10:00:00,17.0,28.3,29.0,65,3.9,959.6,63
2026-02-08 11:00:00,19.4,33.2,34.0,69,2.8,958.8,70
2026-02-08 12:00:00,22.1,37.3,38.3,77,0.8,957.9,77
2026-02-08 13:00:00,22.2,38.0,39.0,81,-0.6,957.4,80
2026-02-08 14:00:00,24.5,40.2,41.2,79,-1.0,957.3,82
2026-02-08 15:00:00,26.7,41.6,42.7,80,-0.4,957.0,84
2026-02-08 16:00:00,26.6,42.0,43.1,81,-0.9,956.2,83
2026-02-08 17:00:00,27.8,43.7,44.8,83,-1.3,955.0,81
2026-02-08 18:00:00,29.9,46.7,47.9,92,-0.9,954.1,78
2026-02-08 19:00:00,26.6,42.8,43.9,90,-1.0,952.9,77
2026-02-08 20:00:00,26.2,42.8,43.9,90,-1.1,951.6,72
2026-02-08 21:00:00,26.5,42.5,43.6,88,-1.1,950.1,67
2026-02-08 22:00:00,25.6,41.3,42.3,84,-1.2,948.6,63
2026-02-08 23:00:00,24.6,40.6,41.7,81,-1.4,947.5,62
2026-02-09 00:00:00,22.4,37.8,38.7,82,-1.9,946.8,61
2026-02-09 01:00:00,20.8,34.5,35.4,72,-2.8,946.3,66
2026-02-09 02:00:00,20.6,35.3,36.3,72,-2.9,945.6,63
2026-02-09 03:00:00,21.1,34.6,35.5,71,-2.2,945.3,61
2026-02-09 04:00:00,20.1,33.7,34.6,66,0.3,945.3,55
2026-02-09 05:00:00,22.1,32.6,33.4,66,3.1,944.6,49
2026-02-09 06:00:00,23.2,31.9,32.7,66,4.7,944.3,47
2026-02-09 07:00:00,25.0,33.9,34.8,66,5.9,942.9,40
2026-02-09 08:00:00,23.8,33.6,34.5,68,6.7,941.7,38
2026-02-09 09:00:00,20.9,31.1,31.9,68,6.9,941.2,43
2026-02-09 10:00:00,18.1,28.9,29.6,70,6.5,940.7,46
2026-02-09 11:00:00,16.6,27.9,28.6,72,5.4,939.9,50
2026-02-09 12:00:00,13.1,27.9,28.6,65,2.4,939.5,64
2026-02-09 13:00:00,10.4,24.6,25.3,63,0.4,938.9,68
2026-02-09 14:00:00,8.8,22.8,23.4,63,-0.6,938.8,70
2026-02-09 15:00:00,7.8,19.5,20.0,67,-1.4,939.1,73
2026-02-09 16:00:00,8.6,20.8,21.3,62,-0.7,939.2,70
2026-02-09 17:00:00,5.2,14.8,15.2,68,-0.6,940.0,70
2026-02-09 18:00:00,4.6,11.7,12.0,74,0.6,940.9,69
2026-02-09 19:00:00,8.7,17.6,18.1,77,0.5,939.9,71
2026-02-09 20:00:00,9.9,23.7,24.3,64,0.4,939.2,63
2026-02-09 21:00:00,7.0,19.9,20.4,63,-0.7,940.1,59
2026-02-09 22:00:00,5.8,16.0,16.4,73,-0.5,940.6,60
2026-02-09 23:00:00,7.6,18.3,18.7,78,0.1,940.3,60
2026-02-10 00:00:00,4.8,9.2,9.4,98,1.0,941.1,53
2026-02-10 01:00:00,0.5,3.1,3.1,103,2.6,942.7,45
2026-02-10 02:00:00,6.8,12.8,13.1,247,-0.2,943.8,55
2026-02-10 03:00:00,6.6,11.9,12.3,240,1.6,945.8,50
2026-02-10 04:00:00,7.8,13.3,13.6,241,5.0,947.5,40
2026-02-10 05:00:00,12.4,20.5,21.0,227,6.2,948.9,41
2026-02-10 06:00:00,8.2,12.4,12.8,261,7.2,950.1,43
2026-02-10 07:00:00,11.1,13.7,14.0,234,7.9,950.1,44
2026-02-10 08:00:00,15.7,20.9,21.4,257,9.6,950.3,45
2026-02-10 09:00:00,18.9,25.9,26.6,257,11.4,950.1,44
2026-02-10 10:00:00,14.9,21.2,21.8,260,11.0,949.8,48
2026-02-10 11:00:00,10.7,17.9,18.4,219,8.8,949.3,58
2026-02-10 12:00:00,13.9,25.7,26.4,206,6.1,949.1,67
2026-02-10 13:00:00,12.7,21.0,21.5,194,4.0,948.0,74
2026-02-10 14:00:00,11.7,15.5,15.9,157,2.5,947.2,81
2026-02-10 15:00:00,12.3,21.3,21.8,87,1.1,947.2,84
2026-02-10 16:00:00,17.0,31.7,32.6,72,1.6,947.7,79
2026-02-10 17:00:00,20.6,37.3,38.3,66,1.4,947.1,79
2026-02-10 18:00:00,21.0,37.6,38.6,70,1.6,946.0,82
2026-02-10 19:00:00,23.8,42.0,43.1,70,2.6,946.0,75
2026-02-10 20:00:00,22.1,38.7,39.7,68,2.1,946.3,75
2026-02-10 21:00:00,17.0,31.6,32.4,74,0.8,947.3,81
2026-02-10 22:00:00,14.1,27.8,28.5,72,-0.1,947.2,84
2026-02-10 23:00:00,6.5,17.8,18.3,60,-0.7,948.7,86
2026-02-11 00:00:00,4.8,9.1,9.3,131,-0.5,951.3,81
2026-02-11 01:00:00,14.6,20.2,20.7,195,1.3,950.9,67
2026-02-11 02:00:00,11.0,11.6,11.9,175,1.5,949.9,69
2026-02-11 03:00:00,7.6,11.5,11.8,152,2.8,949.7,68
2026-02-11 04:00:00,11.2,16.7,17.1,78,5.7,949.6,61
2026-02-11 05:00:00,13.9,19.9,20.4,70,8.1,949.0,55
2026-02-11 06:00:00,25.2,36.4,37.3,53,8.8,948.1,51
2026-02-11 07:00:00,23.5,32.4,33.3,55,8.7,948.6,49
2026-02-11 08:00:00,16.6,22.0,22.6,25,8.7,950.2,49
2026-02-11 09:00:00,22.0,28.8,29.5,269,9.7,953.1,39
2026-02-11 10:00:00,24.6,35.5,36.4,260,6.3,953.2,73
2026-02-11 11:00:00,24.0,34.9,35.8,232,4.4,954.0,80
2026-02-11 12:00:00,27.5,42.3,43.4,239,2.6,954.3,89
2026-02-11 13:00:00,29.6,45.5,46.7,252,2.7,955.9,86
2026-02-11 14:00:00,25.0,38.8,39.8,256,1.4,956.9,92
2026-02-11 15:00:00,21.4,33.9,34.8,251,0.6,957.5,95
2026-02-11 16:00:00,20.4,32.8,33.7,243,0.3,957.8,94
2026-02-11 17:00:00,21.4,33.9,34.8,236,0.3,958.1,92
2026-02-11 18:00:00,16.8,26.1,26.8,228,0.1,957.7,93
2026-02-11 19:00:00,13.8,23.1,23.7,229,0.1,957.7,92
2026-02-11 20:00:00,11.2,20.1,20.6,225,0.0,957.6,92
2026-02-11 21:00:00,9.0,16.7,17.1,234,0.4,957.9,91
2026-02-11 22:00:00,6.1,12.9,13.3,228,0.2,957.3,91
2026-02-11 23:00:00,4.2,9.9,10.1,245,-0.1,957.3,92
2026-02-12 00:00:00,4.2,10.4,10.7,233,0.4,957.8,88
2026-02-12 01:00:00,1.4,4.9,5.0,272,-0.1,958.1,93
2026-02-12 02:00:00,4.5,9.1,9.3,245,-0.3,958.9,95
2026-02-12 03:00:00,1.7,3.6,3.7,209,0.2,958.7,93
2026-02-12 04:00:00,5.5,6.6,6.7,352,0.4,958.8,93
2026-02-12 05:00:00,7.5,8.5,8.8,19,0.4,958.6,92
2026-02-12 06:00:00,7.4,8.4,8.7,43,0.2,957.9,94
2026-02-12 07:00:00,10.6,13.0,13.3,54,1.7,956.6,85
2026-02-12 08:00:00,10.1,12.5,12.9,47,2.7,956.3,82
2026-02-12 09:00:00,7.4,9.3,9.6,49,3.1,955.6,80
2026-02-12 10:00:00,8.8,11.0,11.3,53,2.6,954.9,85
2026-02-12 11:00:00,8.9,11.8,12.1,43,2.4,954.6,87
2026-02-12 12:00:00,4.2,9.0,9.3,27,1.5,954.2,91
2026-02-12 13:00:00,8.7,12.8,13.1,323,0.4,955.1,96
2026-02-12 14:00:00,10.2,19.3,19.8,269,-0.5,956.2,99
2026-02-12 15:00:00,6.7,10.7,11.0,259,-0.5,956.1,98
2026-02-12 16:00:00,1.0,4.2,4.3,272,-1.2,955.5,99
2026-02-12 17:00:00,5.5,10.4,10.6,289,-1.7,955.6,99
2026-02-12 18:00:00,2.8,2.7,2.8,220,-1.5,955.4,98
2026-02-12 19:00:00,3.3,3.9,4.0,51,-1.3,954.9,97
2026-02-12 20:00:00,5.2,6.6,6.8,50,-1.5,954.4,99
2026-02-12 21:00:00,3.8,8.1,8.4,53,-1.8,953.7,99
2026-02-12 22:00:00,3.1,6.8,7.0,35,-1.9,953.5,99
2026-02-12 23:00:00,2.9,6.4,6.6,29,-2.0,953.5,97
2026-02-13 00:00:00,7.6,11.2,11.5,39,-1.8,953.4,95
2026-02-13 01:00:00,7.2,13.2,13.5,42,-2.1,953.8,93
2026-02-13 02:00:00,5.1,9.8,10.0,38,-1.9,954.0,95
2026-02-13 03:00:00,2.2,4.9,5.0,38,-1.5,955.4,96
2026-02-13 04:00:00,7.4,8.0,8.2,284,-1.1,956.2,97
2026-02-13 05:00:00,6.6,8.4,8.6,272,-0.7,956.7,96
2026-02-13 06:00:00,6.7,7.9,8.1,235,-0.2,956.7,89
2026-02-13 07:00:00,4.6,4.0,4.1,270,-0.1,956.4,89
2026-02-13 08:00:00,3.0,2.6,2.7,340,0.4,956.1,87
2026-02-13 09:00:00,2.1,2.8,2.8,342,0.6,956.0,88
2026-02-13 10:00:00,2.2,2.6,2.7,270,0.4,955.8,90
2026-02-13 11:00:00,2.7,2.4,2.4,333,-0.7,955.7,88
2026-02-13 12:00:00,1.0,1.2,1.3,90,-2.2,955.7,91
2026-02-13 13:00:00,1.0,1.8,1.8,11,-2.3,956.0,92
2026-02-13 14:00:00,2.5,7.1,7.3,48,-2.8,956.4,95
2026-02-13 15:00:00,5.8,14.7,15.1,62,-3.0,956.0,95
2026-02-13 16:00:00,9.3,22.1,22.6,62,-1.6,955.6,92
2026-02-13 17:00:00,13.1,26.4,27.1,60,-1.0,955.2,91
2026-02-13 18:00:00,15.3,28.2,29.0,63,-1.1,954.5,91
2026-02-13 19:00:00,18.5,32.7,33.5,61,-1.1,954.0,93
2026-02-13 20:00:00,18.6,31.2,32.0,61,-0.7,954.0,95
2026-02-13 21:00:00,17.2,28.5,29.3,75,-0.2,953.9,92
2026-02-13 22:00:00,15.3,25.7,26.4,76,-0.2,953.7,91
2026-02-13 23:00:00,15.2,26.1,26.7,78,-0.1,954.2,90
2026-02-14 00:00:00,12.7,22.7,23.2,74,-0.6,954.9,91
2026-02-14 01:00:00,5.8,14.3,14.7,78,-1.5,955.2,91
2026-02-14 02:00:00,6.1,14.8,15.2,80,-2.4,955.9,91
2026-02-14 03:00:00,6.7,14.0,14.4,89,-0.9,956.2,89
2026-02-14 04:00:00,8.3,14.5,14.9,69,1.1,956.5,82
2026-02-14 05:00:00,8.5,14.6,14.9,54,1.9,956.7,83
2026-02-14 06:00:00,9.5,15.8,16.2,52,3.0,957.1,84
2026-02-14 07:00:00,5.8,12.8,13.1,49,3.7,956.6,80
2026-02-14 08:00:00,2.5,5.6,5.7,24,4.3,956.7,77
2026-02-14 09:00:00,1.6,3.9,4.0,32,3.7,956.4,80
2026-02-14 10:00:00,2.0,4.0,4.1,2,3.5,956.3,81
2026-02-14 11:00:00,2.0,4.6,4.7,40,3.7,956.4,80
2026-02-14 12:00:00,5.4,10.8,11.0,84,1.0,955.9,93
2026-02-14 13:00:00,4.2,13.3,13.7,55,-0.4,956.1,95
2026-02-14 14:00:00,1.3,3.4,3.5,9,-0.1,956.9,91
2026-02-14 15:00:00,3.7,2.9,2.9,227,-1.3,956.9,88
2026-02-14 16:00:00,1.5,0.9,0.9,233,0.1,957.3,83
2026-02-14 17:00:00,2.7,4.7,4.9,266,0.3,957.8,84
2026-02-14 18:00:00,1.4,4.2,4.3,185,0.4,957.7,85
2026-02-14 19:00:00,2.7,4.0,4.1,90,-0.1,957.3,86
2026-02-14 20:00:00,5.2,10.0,10.3,78,-0.3,956.9,88
2026-02-14 21:00:00,4.1,9.1,9.4,91,-0.5,956.7,88
2026-02-14 22:00:00,5.1,12.4,12.7,72,-1.5,956.2,88
2026-02-14 23:00:00,4.9,13.1,13.5,65,-1.8,956.3,87
2026-02-15 00:00:00,6.6,15.1,15.5,70,-1.7,956.6,85
2026-02-15 01:00:00,7.4,18.5,19.0,70,-1.8,956.6,85
2026-02-15 02:00:00,9.6,21.7,22.2,64,-1.8,957.2,88
2026-02-15 03:00:00,10.7,22.3,22.9,65,-0.6,957.7,87
2026-02-15 04:00:00,13.8,26.4,27.1,59,2.6,958.1,78
2026-02-15 05:00:00,15.3,32.0,32.8,60,3.7,957.6,80
2026-02-15 06:00:00,21.2,32.8,33.6,59,6.7,956.9,70
2026-02-15 07:00:00,24.8,33.2,34.1,62,7.6,956.3,63
2026-02-15 08:00:00,23.6,31.0,31.8,68,8.3,955.6,60
2026-02-15 09:00:00,21.9,28.9,29.7,71,9.1,955.3,56
