timestamp,wind_speed_10m,wind_speed_80m,wind_speed_100m,wind_direction_100m,temperature_2m,surface_pressure,relative_humidity_2m
2026-02-15 10:00:00,19.9,27.9,28.6,72,8.3,954.6,62
2026-02-15 11:00:00,17.9,28.9,29.7,75,7.1,954.1,67
2026-02-15 12:00:00,16.2,29.9,30.7,86,4.9,953.4,77
2026-02-15 13:00:00,13.9,27.2,27.9,87,2.6,952.8,84
2026-02-15 14:00:00,14.0,27.0,27.7,84,1.9,952.8,83
2026-02-15 15:00:00,13.2,25.8,26.5,83,1.6,953.0,83
2026-02-15 16:00:00,9.7,20.0,20.6,86,1.5,953.2,86
2026-02-15 17:00:00,7.6,15.4,15.8,91,1.6,953.3,87
2026-02-15 18:00:00,10.1,17.1,17.5,99,1.8,953.0,87
2026-02-15 19:00:00,10.8,20.8,21.3,72,1.6,952.4,89
2026-02-15 20:00:00,8.7,19.2,19.7,74,1.5,952.1,89
2026-02-15 21:00:00,12.2,22.4,23.0,78,1.7,951.6,88
2026-02-15 22:00:00,14.1,26.0,26.7,72,1.7,951.0,88
2026-02-15 23:00:00,13.5,26.9,27.6,66,1.2,951.0,88
2026-02-16 00:00:00,12.5,24.8,25.5,70,1.6,951.0,88
2026-02-16 01:00:00,10.5,21.8,22.4,66,1.0,950.9,90
2026-02-16 02:00:00,12.1,23.2,23.9,71,0.7,951.4,89
2026-02-16 03:00:00,13.9,23.6,24.3,70,2.1,952.1,86
2026-02-16 04:00:00,10.3,23.9,24.5,68,3.1,952.7,85
2026-02-16 05:00:00,13.7,21.2,21.7,71,4.7,952.9,81
2026-02-16 06:00:00,18.6,25.1,25.7,58,7.6,953.4,63
2026-02-16 07:00:00,20.2,26.4,27.1,57,8.5,953.2,56
2026-02-16 08:00:00,19.8,26.3,27.0,59,8.9,953.1,57
2026-02-16 09:00:00,18.1,24.0,24.7,55,9.4,952.8,57
2026-02-16 10:00:00,15.0,23.4,24.0,53,8.4,952.6,68
2026-02-16 11:00:00,10.3,19.3,19.8,62,7.9,952.4,70
2026-02-16 12:00:00,10.1,21.6,22.1,68,6.9,952.7,75
2026-02-16 13:00:00,7.8,20.1,20.6,66,4.7,952.6,83
2026-02-16 14:00:00,8.9,23.1,23.8,62,3.9,953.1,82
2026-02-16 15:00:00,10.6,25.4,26.1,69,4.0,953.3,78
2026-02-16 16:00:00,11.6,26.3,27.0,66,3.8,953.5,78
2026-02-16 17:00:00,9.9,23.7,24.3,66,3.5,953.6,80
2026-02-16 18:00:00,7.1,19.8,20.3,66,3.2,954.4,82
2026-02-16 19:00:00,9.1,22.2,22.8,73,3.5,954.5,79
2026-02-16 20:00:00,8.0,20.4,20.9,70,2.9,954.6,82
2026-02-16 21:00:00,7.2,18.8,19.3,65,2.8,954.8,83
2026-02-16 22:00:00,6.3,16.9,17.3,67,3.1,955.1,83
2026-02-16 23:00:00,7.1,18.5,19.0,64,3.4,955.8,82
2026-02-17 00:00:00,10.7,23.3,23.9,64,3.4,956.7,85
2026-02-17 01:00:00,8.2,19.9,20.4,76,3.2,957.2,87
2026-02-17 02:00:00,6.5,16.0,16.5,60,2.9,958.3,89
2026-02-17 03:00:00,10.7,18.9,19.4,67,3.1,959.5,89
2026-02-17 04:00:00,9.6,16.1,16.5,84,4.0,959.8,88
2026-02-17 05:00:00,9.5,17.7,18.1,65,5.6,960.5,80
2026-02-17 06:00:00,10.9,19.5,20.1,62,5.5,960.9,85
2026-02-17 07:00:00,12.1,17.5,18.0,61,6.0,960.8,81
2026-02-17 08:00:00,13.5,17.8,18.2,57,7.3,960.7,75
2026-02-17 09:00:00,13.9,17.7,18.1,53,9.2,960.6,68
2026-02-17 10:00:00,14.2,18.0,18.5,53,9.6,960.3,65
2026-02-17 11:00:00,14.5,21.0,21.5,51,8.8,960.2,68
2026-02-17 12:00:00,13.0,24.9,25.5,62,7.1,960.0,79
2026-02-17 13:00:00,12.7,26.2,26.9,65,5.9,960.5,84
2026-02-17 14:00:00,12.9,27.2,27.9,62,4.9,960.7,86
2026-02-17 15:00:00,12.9,27.7,28.4,61,4.2,960.8,86
2026-02-17 16:00:00,13.6,27.9,28.7,65,3.1,960.6,88
2026-02-17 17:00:00,13.9,27.7,28.4,65,1.9,960.2,89
2026-02-17 18:00:00,14.5,28.2,28.9,66,1.6,959.7,91
2026-02-17 19:00:00,13.7,26.4,27.0,68,1.3,959.2,94
2026-02-17 20:00:00,12.6,24.6,25.3,73,1.2,958.5,91
2026-02-17 21:00:00,13.9,25.9,26.6,74,1.5,958.4,91
2026-02-17 22:00:00,14.1,26.0,26.7,73,1.7,958.1,91
2026-02-17 23:00:00,15.1,27.2,27.9,81,1.8,958.6,91
2026-02-18 00:00:00,13.3,23.3,23.9,91,2.1,957.6,89
2026-02-18 01:00:00,15.0,27.1,27.8,80,1.7,957.6,90
2026-02-18 02:00:00,15.9,28.0,28.7,80,1.7,957.7,92
2026-02-18 03:00:00,18.1,28.5,29.3,82,2.9,957.9,90
2026-02-18 04:00:00,18.4,30.1,30.9,71,5.4,957.7,87
2026-02-18 05:00:00,25.2,35.3,36.2,61,8.5,957.5,73
2026-02-18 06:00:00,29.8,39.8,40.8,67,10.9,956.9,61
2026-02-18 07:00:00,28.7,38.0,38.9,71,12.8,956.2,49
2026-02-18 08:00:00,27.4,36.1,37.1,73,13.9,955.5,45
2026-02-18 09:00:00,26.4,34.9,35.8,70,14.0,954.8,45
2026-02-18 10:00:00,24.4,33.9,34.8,63,13.2,954.4,50
2026-02-18 11:00:00,21.5,34.0,34.9,62,11.7,953.8,57
2026-02-18 12:00:00,16.8,30.7,31.5,73,9.5,952.6,67
2026-02-18 13:00:00,14.5,28.0,28.8,73,7.3,952.4,77
2026-02-18 14:00:00,12.6,24.8,25.5,79,5.2,951.8,83
2026-02-18 15:00:00,12.9,26.1,26.8,77,4.5,951.5,80
2026-02-18 16:00:00,10.7,22.7,23.3,81,3.6,950.9,80
2026-02-18 17:00:00,11.6,22.2,22.8,85,2.9,950.1,81
2026-02-18 18:00:00,10.8,22.9,23.5,76,2.8,949.9,81
2026-02-18 19:00:00,9.8,20.0,20.5,82,2.2,949.4,83
2026-02-18 20:00:00,9.7,19.8,20.3,79,1.7,949.1,84
2026-02-18 21:00:00,8.9,20.6,21.2,72,1.4,949.0,83
2026-02-18 22:00:00,9.0,20.2,20.7,77,1.8,948.8,78
2026-02-18 23:00:00,8.6,19.5,20.0,71,1.9,948.7,75
2026-02-19 00:00:00,7.2,17.6,18.0,71,1.6,949.1,71
2026-02-19 01:00:00,7.7,17.8,18.3,77,1.4,949.2,70
2026-02-19 02:00:00,8.2,19.7,20.2,71,1.9,949.6,67
2026-02-19 03:00:00,10.8,21.8,22.4,77,4.5,950.8,60
2026-02-19 04:00:00,12.5,22.9,23.5,81,7.4,951.2,56
2026-02-19 05:00:00,13.1,18.3,18.8,68,10.5,951.4,51
2026-02-19 06:00:00,19.0,25.6,26.3,60,10.9,951.7,52
2026-02-19 07:00:00,15.5,20.3,20.9,65,12.6,951.1,49
2026-02-19 08:00:00,15.2,19.6,20.1,62,13.3,950.7,48
2026-02-19 09:00:00,13.8,18.1,18.6,68,14.1,950.2,47
2026-02-19 10:00:00,13.1,17.7,18.2,65,13.8,949.9,49
2026-02-19 11:00:00,10.9,17.6,18.1,68,11.9,950.0,56
2026-02-19 12:00:00,7.3,15.3,15.7,95,10.0,948.9,74
2026-02-19 13:00:00,7.3,16.9,17.3,71,8.6,949.3,75
2026-02-19 14:00:00,3.7,10.0,10.3,126,8.9,950.2,66
2026-02-19 15:00:00,4.2,10.6,10.9,209,9.5,950.5,50
2026-02-19 16:00:00,4.1,12.1,12.4,244,8.9,951.0,44
2026-02-19 17:00:00,7.3,15.3,15.6,247,8.6,951.4,54
2026-02-19 18:00:00,6.2,9.7,9.9,245,9.0,952.0,58
2026-02-19 19:00:00,12.2,22.4,23.0,248,8.9,953.3,63
2026-02-19 20:00:00,11.7,25.6,26.3,253,9.0,953.9,65
2026-02-19 21:00:00,8.1,22.0,22.6,276,7.6,954.2,72
2026-02-19 22:00:00,10.2,21.3,21.9,259,7.0,954.9,78
2026-02-19 23:00:00,11.5,20.8,21.3,250,6.4,955.6,83
2026-02-20 00:00:00,14.2,26.7,27.4,244,8.0,956.7,82
2026-02-20 01:00:00,16.5,28.4,29.1,240,7.4,957.8,86
2026-02-20 02:00:00,15.0,24.8,25.4,247,7.5,958.6,86
2026-02-20 03:00:00,14.8,22.9,23.5,241,8.1,959.6,84
2026-02-20 04:00:00,13.5,19.6,20.1,228,9.3,960.2,80
2026-02-20 05:00:00,13.0,16.9,17.3,223,10.1,960.1,81
2026-02-20 06:00:00,13.6,16.9,17.3,235,10.9,960.4,80
2026-02-20 07:00:00,13.4,16.2,16.6,230,11.6,959.8,76
2026-02-20 08:00:00,14.4,17.6,18.1,228,12.7,959.0,70
2026-02-20 09:00:00,12.1,14.9,15.3,236,13.9,958.1,64
2026-02-20 10:00:00,10.1,12.3,12.6,250,14.2,957.5,61
2026-02-20 11:00:00,7.6,9.0,9.2,274,13.3,956.9,65
2026-02-20 12:00:00,4.6,8.8,9.0,314,10.2,955.6,79
2026-02-20 13:00:00,2.1,7.3,7.5,330,7.6,955.5,87
2026-02-20 14:00:00,1.5,4.9,5.0,52,7.0,955.7,88
2026-02-20 15:00:00,7.8,17.9,18.3,59,6.4,955.6,88
2026-02-20 16:00:00,8.7,24.1,24.8,60,6.5,954.9,87
2026-02-20 17:00:00,9.5,22.3,22.9,66,5.8,954.5,88
2026-02-20 18:00:00,16.5,30.3,31.1,72,4.9,953.7,91
2026-02-20 19:00:00,17.1,30.9,31.7,72,4.9,953.5,92
2026-02-20 20:00:00,15.4,28.9,29.6,75,5.0,953.0,91
2026-02-20 21:00:00,14.3,26.6,27.3,72,4.9,953.2,91
2026-02-20 22:00:00,13.1,25.1,25.7,70,4.4,952.7,91
2026-02-20 23:00:00,11.8,22.2,22.8,72,4.1,952.7,90
2026-02-21 00:00:00,10.2,19.4,19.9,75,4.0,953.1,90
2026-02-21 01:00:00,10.3,19.5,20.0,88,3.5,952.8,89
2026-02-21 02:00:00,9.2,18.0,18.5,83,3.0,952.3,90
2026-02-21 03:00:00,10.2,16.6,17.1,79,4.1,953.4,89
2026-02-21 04:00:00,6.5,11.8,12.1,42,6.3,954.6,86
2026-02-21 05:00:00,13.7,16.5,16.9,225,7.4,958.4,81
2026-02-21 06:00:00,34.9,53.2,54.6,267,8.2,959.8,80
2026-02-21 07:00:00,27.6,42.8,43.9,265,8.0,961.0,86
2026-02-21 08:00:00,26.9,39.4,40.4,273,8.2,961.4,86
2026-02-21 09:00:00,29.5,43.2,44.3,271,7.5,962.3,89
2026-02-21 10:00:00,26.7,38.7,39.7,261,7.4,962.9,74
2026-02-21 11:00:00,21.5,33.6,34.4,252,6.1,963.4,73
2026-02-21 12:00:00,14.5,25.7,26.4,257,6.0,963.7,79
2026-02-21 13:00:00,14.9,26.9,27.6,255,5.9,963.8,79
2026-02-21 14:00:00,10.5,20.9,21.5,261,6.0,963.8,78
2026-02-21 15:00:00,4.4,12.3,12.6,268,5.4,963.3,82
2026-02-21 16:00:00,5.8,13.2,13.5,247,5.0,962.6,81
2026-02-21 17:00:00,9.1,15.4,15.8,233,5.5,962.4,75
2026-02-21 18:00:00,9.7,20.3,20.8,230,5.6,962.3,73
2026-02-21 19:00:00,7.3,18.0,18.5,264,5.5,962.3,72
2026-02-21 20:00:00,7.0,15.0,15.4,237,3.4,961.7,82
2026-02-21 21:00:00,6.9,12.1,12.4,204,1.2,960.2,87
2026-02-21 22:00:00,4.8,3.2,3.3,193,-0.3,958.7,89
2026-02-21 23:00:00,4.3,1.7,1.7,108,-1.0,958.3,90
2026-02-22 00:00:00,1.9,4.3,4.4,35,-1.1,958.5,87
2026-02-22 01:00:00,3.5,5.1,5.3,98,-0.9,958.3,90
2026-02-22 02:00:00,6.1,7.5,7.7,106,-0.2,957.8,88
2026-02-22 03:00:00,6.3,9.2,9.4,85,1.2,957.8,83
2026-02-22 04:00:00,10.9,15.1,15.5,59,3.2,957.7,81
2026-02-22 05:00:00,17.2,22.8,23.4,54,5.7,956.8,76
2026-02-22 06:00:00,23.7,30.9,31.7,55,8.0,955.5,67
2026-02-22 07:00:00,25.5,33.1,33.9,54,9.0,954.7,61
2026-02-22 08:00:00,24.9,32.2,33.0,56,9.9,953.5,56
2026-02-22 09:00:00,23.2,29.9,30.7,58,10.2,952.7,56
2026-02-22 10:00:00,21.3,27.6,28.3,58,10.4,952.1,56
2026-02-22 11:00:00,18.6,25.4,26.1,56,9.8,951.6,59
2026-02-22 12:00:00,13.3,25.1,25.7,56,7.5,951.1,71
2026-02-22 13:00:00,7.9,20.2,20.7,65,5.1,951.1,82
2026-02-22 14:00:00,5.7,12.5,12.9,84,3.2,950.6,85
2026-02-22 15:00:00,5.4,9.0,9.2,83,1.6,950.3,87
2026-02-22 16:00:00,4.1,5.6,5.8,76,0.7,950.2,88
2026-02-22 17:00:00,4.6,5.5,5.6,107,0.5,950.1,88
2026-02-22 18:00:00,7.2,8.6,8.8,160,0.7,949.9,89
2026-02-22 19:00:00,8.6,7.9,8.1,151,1.5,949.5,88
2026-02-22 20:00:00,5.5,6.0,6.1,130,2.1,949.1,82
2026-02-22 21:00:00,3.3,6.4,6.5,82,2.7,948.7,72
2026-02-22 22:00:00,2.5,6.4,6.5,84,3.3,948.5,62
2026-02-22 23:00:00,2.3,3.6,3.7,133,3.2,948.5,57
2026-02-23 00:00:00,6.4,11.6,11.9,241,3.0,948.8,53
2026-02-23 01:00:00,10.0,21.1,21.7,261,1.5,949.8,70
2026-02-23 02:00:00,9.5,20.1,20.6,245,1.9,950.6,69
2026-02-23 03:00:00,11.1,20.3,20.8,235,4.4,951.3,59
2026-02-23 04:00:00,10.7,18.3,18.7,235,7.1,951.8,52
2026-02-23 05:00:00,8.7,10.5,10.8,260,8.8,951.9,48
2026-02-23 06:00:00,10.6,12.6,12.9,305,9.4,951.5,51
2026-02-23 07:00:00,16.7,21.3,21.9,286,7.9,951.9,61
2026-02-23 08:00:00,19.1,25.1,25.8,273,7.4,952.2,62
2026-02-23 09:00:00,20.5,27.0,27.7,271,7.1,952.6,64
2026-02-23 10:00:00,20.3,27.4,28.1,274,6.6,953.0,61
2026-02-23 11:00:00,19.6,27.8,28.5,273,5.7,953.2,62
2026-02-23 12:00:00,21.8,32.8,33.6,265,4.2,953.8,69
2026-02-23 13:00:00,21.8,32.5,33.4,255,3.7,954.4,72
2026-02-23 14:00:00,24.7,35.7,36.7,263,2.7,955.6,79
2026-02-23 15:00:00,25.7,38.4,39.4,254,0.9,956.4,91
2026-02-23 16:00:00,24.1,35.1,36.0,254,0.3,957.1,86
2026-02-23 17:00:00,23.3,34.5,35.4,241,-0.4,957.5,88
2026-02-23 18:00:00,25.0,37.4,38.3,245,-1.0,957.8,87
2026-02-23 19:00:00,24.2,35.6,36.5,241,-1.4,958.1,82
2026-02-23 20:00:00,21.9,32.6,33.4,239,-2.0,958.2,77
2026-02-23 21:00:00,19.8,29.4,30.2,237,-2.3,957.8,74
2026-02-23 22:00:00,19.4,28.3,29.0,228,-2.4,957.4,75
2026-02-23 23:00:00,19.3,28.7,29.4,226,-2.4,957.0,78
2026-02-24 00:00:00,16.3,25.7,26.4,231,-2.3,957.2,77
2026-02-24 01:00:00,15.0,24.0,24.6,228,-2.1,957.1,78
2026-02-24 02:00:00,13.2,21.1,21.7,229,-1.8,957.3,74
2026-02-24 03:00:00,12.6,17.2,17.7,232,-0.9,957.7,63
2026-02-24 04:00:00,11.0,14.4,14.7,235,0.2,957.8,52
2026-02-24 05:00:00,9.9,12.2,12.5,255,1.1,957.8,46
2026-02-24 06:00:00,7.9,9.6,9.8,239,2.0,957.9,44
2026-02-24 07:00:00,8.1,9.9,10.1,253,2.8,958.0,43
2026-02-24 08:00:00,9.9,11.8,12.1,271,2.9,958.0,43
2026-02-24 09:00:00,11.4,14.2,14.5,262,2.6,958.1,45
2026-02-24 10:00:00,11.0,13.9,14.2,244,2.0,957.8,50
2026-02-24 11:00:00,8.9,11.7,12.0,242,1.5,957.8,55
2026-02-24 12:00:00,5.0,9.9,10.2,226,1.0,958.0,67
2026-02-24 13:00:00,5.1,10.8,11.1,262,0.2,958.5,73
2026-02-24 14:00:00,4.0,8.5,8.8,251,-0.4,958.7,74
2026-02-24 15:00:00,0.6,2.6,2.6,254,-0.5,958.4,78
2026-02-24 16:00:00,3.1,6.2,6.3,355,-0.7,958.2,77
2026-02-24 17:00:00,2.9,6.4,6.5,352,-0.9,958.4,73
2026-02-24 18:00:00,4.0,6.1,6.3,2,-0.6,958.6,79
2026-02-24 19:00:00,7.1,10.5,10.7,31,-1.2,958.4,76
2026-02-24 20:00:00,5.9,10.9,11.1,56,-1.5,957.8,76
2026-02-24 21:00:00,5.6,12.4,12.7,58,-1.4,957.2,76
2026-02-24 22:00:00,5.0,11.9,12.2,47,-1.6,956.7,74
2026-02-24 23:00:00,4.1,12.0,12.3,52,-1.9,956.3,74
2026-02-25 00:00:00,6.0,11.0,11.3,44,-2.0,956.7,72
2026-02-25 01:00:00,6.6,13.3,13.6,47,-1.8,956.8,76
2026-02-25 02:00:00,5.9,12.4,12.7,52,-1.5,956.9,82
2026-02-25 03:00:00,5.4,10.2,10.4,44,-0.8,957.2,81
2026-02-25 04:00:00,6.5,8.4,8.6,31,-0.1,957.2,78
2026-02-25 05:00:00,6.9,8.7,8.9,45,1.0,956.9,75
2026-02-25 06:00:00,7.7,9.9,10.2,45,1.9,957.1,73
2026-02-25 07:00:00,6.9,8.6,8.8,26,2.4,956.5,68
2026-02-25 08:00:00,4.9,5.8,6.0,16,2.7,955.8,67
2026-02-25 09:00:00,1.0,1.2,1.3,8,2.9,955.4,68
2026-02-25 10:00:00,1.2,0.9,0.9,349,2.9,954.7,71
2026-02-25 11:00:00,3.1,3.3,3.4,328,2.9,954.4,73
2026-02-25 12:00:00,5.7,12.7,13.0,44,1.4,953.5,82
2026-02-25 13:00:00,3.6,12.8,13.1,42,0.8,953.3,85
2026-02-25 14:00:00,0.7,7.9,8.1,47,1.2,953.4,83
2026-02-25 15:00:00,1.9,8.9,9.1,52,1.2,953.1,86
2026-02-25 16:00:00,6.0,14.7,15.1,59,0.5,952.1,89
2026-02-25 17:00:00,7.4,18.1,18.5,62,0.0,951.5,91
2026-02-25 18:00:00,13.4,25.9,26.6,65,0.6,950.8,91
2026-02-25 19:00:00,14.7,27.5,28.2,68,-0.1,950.0,91
2026-02-25 20:00:00,14.7,26.9,27.6,73,-0.1,949.1,90
2026-02-25 21:00:00,15.7,28.0,28.7,72,0.2,948.4,89
2026-02-25 22:00:00,14.5,25.3,25.9,73,0.7,947.5,89
2026-02-25 23:00:00,15.6,26.9,27.5,71,0.7,946.4,88
2026-02-26 00:00:00,15.6,26.5,27.2,71,0.7,946.1,88
2026-02-26 01:00:00,16.2,26.8,27.5,67,0.4,946.0,86
2026-02-26 02:00:00,13.1,22.9,23.5,74,0.4,945.3,86
2026-02-26 03:00:00,13.2,23.2,23.8,66,1.6,945.2,80
2026-02-26 04:00:00,15.1,19.8,20.3,54,3.6,945.0,70
2026-02-26 05:00:00,8.3,10.7,11.0,26,4.5,946.4,66
2026-02-26 06:00:00,6.1,7.2,7.4,267,5.9,947.3,61
2026-02-26 07:00:00,24.1,31.4,32.2,269,4.7,948.8,49
2026-02-26 08:00:00,17.0,21.0,21.5,264,2.1,949.5,61
2026-02-26 09:00:00,13.8,19.0,19.5,251,-0.3,950.2,86
2026-02-26 10:00:00,12.7,18.8,19.3,249,-0.6,950.1,91
2026-02-26 11:00:00,17.9,28.6,29.3,262,-0.1,950.3,95
2026-02-26 12:00:00,20.3,35.7,36.6,267,-0.2,951.3,95
2026-02-26 13:00:00,19.9,33.9,34.8,268,-0.6,951.9,95
2026-02-26 14:00:00,16.1,27.1,27.8,256,-0.4,952.5,96
2026-02-26 15:00:00,16.9,29.1,29.8,250,0.2,952.5,95
2026-02-26 16:00:00,17.3,29.7,30.5,263,0.8,952.9,95
2026-02-26 17:00:00,17.4,29.8,30.6,261,0.8,952.9,96
2026-02-26 18:00:00,16.2,26.9,27.5,271,0.2,953.2,100
2026-02-26 19:00:00,11.6,20.5,21.1,253,-0.2,953.2,100
2026-02-26 20:00:00,11.1,19.8,20.3,250,-0.6,953.3,99
2026-02-26 21:00:00,11.2,19.4,19.9,240,-0.8,953.1,99
2026-02-26 22:00:00,9.8,16.2,16.6,236,-1.2,952.8,98
2026-02-26 23:00:00,11.8,17.3,17.8,212,-0.5,952.6,96
2026-02-27 00:00:00,13.3,20.7,21.3,238,-0.4,952.8,97
2026-02-27 01:00:00,12.8,20.2,20.8,226,-0.1,953.0,96
2026-02-27 02:00:00,10.2,18.7,19.2,234,0.1,953.2,94
2026-02-27 03:00:00,8.2,14.9,15.3,238,0.4,953.2,93
2026-02-27 04:00:00,7.7,12.9,13.2,239,1.1,953.1,88
2026-02-27 05:00:00,7.6,13.9,14.2,252,1.6,953.0,85
2026-02-27 06:00:00,9.4,12.1,12.4,262,2.3,952.6,83
2026-02-27 07:00:00,7.3,12.0,12.3,241,2.5,952.3,80
2026-02-27 08:00:00,5.6,10.7,11.0,244,3.2,951.8,76
2026-02-27 09:00:00,5.9,11.1,11.4,258,2.9,951.3,78
2026-02-27 10:00:00,11.2,18.8,19.3,267,2.6,951.5,80
2026-02-27 11:00:00,18.0,24.6,25.2,269,1.2,952.4,88
2026-02-27 12:00:00,19.7,27.7,28.4,258,-0.6,953.3,91
2026-02-27 13:00:00,17.1,25.2,25.8,255,-1.9,954.3,90
2026-02-27 14:00:00,17.4,24.5,25.1,243,-3.1,954.8,90
2026-02-27 15:00:00,17.8,27.1,27.8,240,-3.9,955.0,88
2026-02-27 16:00:00,16.8,25.2,25.8,239,-4.1,955.2,87
2026-02-27 17:00:00,15.3,24.3,24.9,232,-4.4,954.6,87
2026-02-27 18:00:00,18.7,28.6,29.3,242,-4.5,955.0,87
2026-02-27 19:00:00,14.7,23.1,23.7,231,-4.9,954.7,87
2026-02-27 20:00:00,14.7,22.6,23.2,235,-5.0,954.6,86
2026-02-27 21:00:00,16.8,25.2,25.8,230,-5.6,954.4,85
2026-02-27 22:00:00,15.9,25.9,26.6,231,-5.9,954.3,83
2026-02-27 23:00:00,16.3,25.9,26.6,235,-6.0,954.7,84
2026-02-28 00:00:00,16.1,25.3,26.0,244,-6.0,954.7,86
2026-02-28 01:00:00,15.7,24.6,25.3,244,-6.2,955.3,83
2026-02-28 02:00:00,16.1,24.2,24.8,244,-6.7,956.0,83
2026-02-28 03:00:00,16.1,23.8,24.4,234,-6.8,956.7,83
2026-02-28 04:00:00,15.6,22.5,23.1,235,-6.4,957.2,80
2026-02-28 05:00:00,21.3,29.3,30.0,245,-6.6,958.2,83
2026-02-28 06:00:00,19.5,26.6,27.3,239,-5.1,958.2,77
2026-02-28 07:00:00,20.6,28.8,29.5,254,-5.7,958.8,79
2026-02-28 08:00:00,20.6,27.9,28.6,252,-6.5,959.1,84
2026-02-28 09:00:00,19.1,25.8,26.5,246,-7.2,959.7,86
2026-02-28 10:00:00,18.7,24.5,25.1,238,-7.2,959.9,84
2026-02-28 11:00:00,19.4,26.3,27.0,235,-7.2,960.1,83
2026-02-28 12:00:00,18.9,27.7,28.5,237,-7.6,960.1,83
2026-02-28 13:00:00,15.3,23.1,23.7,229,-7.5,960.6,84
2026-02-28 14:00:00,14.4,22.8,23.4,231,-7.7,960.8,83
2026-02-28 15:00:00,10.8,19.9,20.4,233,-7.2,960.5,85
2026-02-28 16:00:00,9.6,17.2,17.6,236,-7.1,960.5,86
2026-02-28 17:00:00,11.0,18.9,19.4,240,-7.4,960.6,88
2026-02-28 18:00:00,8.3,15.0,15.4,233,-7.2,960.2,89
2026-02-28 19:00:00,7.9,14.3,14.7,242,-6.9,960.3,88
2026-02-28 20:00:00,8.0,13.7,14.0,257,-7.0,960.6,89
2026-02-28 21:00:00,7.4,13.6,14.0,252,-7.0,960.5,88
2026-02-28 22:00:00,8.2,13.6,13.9,237,-6.5,960.2,88
2026-02-28 23:00:00,7.2,12.0,12.3,238,-6.0,960.4,87
